Budget,Clicks,Conversions,Revenue_Generated,ROI,Subscription_Tier,Subscription_Length,Discount_Level,Units_Sold,Bundle_Price,Customer_Satisfaction_Post_Refund,Common_Keywords,Budget_Category,ROI_Category,Subscription_Length_Category,Discount_Category,Satisfaction_Category
46347.05,1807,969,7348.9,1.25,Premium,31,40,8,449.37,4,Affordable,Very High,Poor,Very Long,High,High
43270.37,4095,659,64752.23,4.76,Standard,21,22,142,346.95,2,Durable,Very High,Excellent,Long,Low,Low
40258.99,926,312,9432.32,0.65,Standard,13,11,138,386.16,4,Durable,Very High,Poor,Medium,Low,High
31830.29,4723,111,70758.6,4.38,Premium,6,60,34,163.51,2,Innovative,High,Excellent,Short,Very High,Low
12838.22,4584,807,29026.36,0.57,Standard,3,61,134,305.48,1,Innovative,Medium,Poor,Short,Very High,Low
21568.03,356,210,32556.88,4.69,Standard,12,60,56,359.9,4,Affordable,Medium,Excellent,Medium,Very High,High
18896.19,869,555,90118.81,4.18,Standard,9,60,168,214.45,1,Durable,Medium,Excellent,Short,Very High,Low
43258.71,4962,152,71315.43,1.18,Basic,13,19,47,238.76,4,Durable,Very High,Poor,Medium,Low,High
7114.29,1235,183,65749.63,1.48,Premium,23,39,36,322.54,4,Innovative,Low,Poor,Long,Medium,High
40800.28,814,731,9010.94,3.78,Standard,26,59,166,291.29,2,Innovative,Very High,Good,Long,Very High,Low
8501.57,787,511,14920.13,3.03,Basic,11,67,195,383.09,2,Stylish,Low,Good,Medium,Very High,Low
47657.32,1937,240,7502.92,0.87,Premium,11,65,118,350.56,3,Affordable,Very High,Poor,Medium,Very High,Medium
47280.61,599,121,29078.09,3.35,Basic,14,30,83,162.0,4,Stylish,Very High,Good,Medium,Medium,High
41609.93,3502,120,60570.58,3.75,Premium,18,43,97,188.21,2,Durable,Very High,Good,Medium,High,Low
21602.68,1907,336,73675.02,4.55,Premium,22,12,18,491.9,3,Innovative,Medium,Excellent,Long,Low,Medium
48722.4,4580,78,21209.53,2.72,Premium,30,20,19,289.2,4,Durable,Very High,Average,Very Long,Low,High
4019.02,4851,111,75983.83,3.01,Basic,27,55,28,323.43,4,Durable,Low,Good,Long,Very High,High
34942.91,1310,208,71782.75,3.12,Premium,3,68,32,245.69,2,Innovative,High,Good,Short,Very High,Low
35830.12,4234,813,7537.62,4.8,Premium,12,61,42,356.09,2,Stylish,High,Excellent,Medium,Very High,Low
32485.33,432,634,65004.99,2.2,Standard,27,56,1,442.57,3,Stylish,High,Average,Long,Very High,Medium
7000.19,3388,890,48014.65,4.22,Standard,1,39,135,445.42,1,Stylish,Low,Excellent,Short,Medium,Low
7257.13,4739,536,28787.38,2.64,Standard,25,11,127,167.93,3,Stylish,Low,Average,Long,Low,Medium
39533.83,2636,556,21994.89,2.11,Basic,30,25,69,334.72,1,Affordable,Very High,Average,Very Long,Medium,Low
26478.79,4152,791,72113.09,0.82,Premium,26,20,126,472.05,1,Affordable,High,Poor,Long,Low,Low
41487.77,1144,637,77246.56,1.64,Standard,14,48,136,388.77,1,Durable,Very High,Average,Medium,High,Low
17486.28,241,289,9574.99,1.09,Basic,11,53,10,481.28,1,Durable,Medium,Poor,Medium,High,Low
21277.64,4168,831,95813.4,3.32,Basic,4,41,137,293.63,4,Affordable,Medium,Good,Short,High,High
9380.83,3528,545,30489.62,3.13,Standard,17,57,69,408.35,4,Affordable,Low,Good,Medium,Very High,High
11033.51,683,622,42295.26,0.52,Premium,4,19,117,173.64,1,Stylish,Low,Poor,Short,Low,Low
20261.3,3431,786,41279.58,4.85,Standard,4,14,179,463.97,2,Stylish,Medium,Excellent,Short,Low,Low
29509.73,3479,610,9223.1,0.55,Standard,14,41,186,267.51,1,Innovative,High,Poor,Medium,High,Low
37819.44,1757,633,27007.7,3.3,Basic,22,10,160,216.46,4,Durable,High,Good,Long,Low,High
46122.08,1779,661,25985.2,0.94,Premium,17,23,21,206.6,2,Durable,Very High,Poor,Medium,Low,Low
40642.2,825,353,44264.39,1.05,Standard,34,18,145,197.7,2,Stylish,Very High,Poor,Very Long,Low,Low
28574.83,2788,280,27440.88,1.34,Premium,2,50,57,429.27,1,Affordable,High,Poor,Short,High,Low
30728.36,1788,180,70270.76,4.94,Standard,23,57,57,102.21,4,Affordable,High,Excellent,Long,Very High,High
13293.22,2163,391,86269.29,4.7,Standard,33,22,153,168.5,2,Stylish,Medium,Excellent,Very Long,Low,Low
44167.7,3249,997,50380.46,4.7,Premium,8,18,161,278.55,4,Affordable,Very High,Excellent,Short,Low,High
11862.15,972,893,11773.05,4.43,Basic,5,29,25,331.28,4,Stylish,Low,Excellent,Short,Medium,High
32057.59,4919,132,75820.59,2.34,Standard,24,13,101,370.9,1,Affordable,High,Average,Long,Low,Low
24342.39,4975,595,70271.94,4.75,Basic,18,65,156,328.89,1,Stylish,Medium,Excellent,Medium,Very High,Low
7318.67,53,707,26167.44,1.4,Premium,29,47,69,203.35,2,Innovative,Low,Poor,Very Long,High,Low
24595.39,1684,622,33982.6,4.8,Basic,32,21,90,237.52,2,Stylish,Medium,Excellent,Very Long,Low,Low
578.52,3716,944,60849.97,3.91,Standard,17,41,158,203.72,3,Innovative,Low,Excellent,Medium,High,Medium
2648.33,1412,287,4621.29,2.14,Basic,28,26,94,301.17,1,Innovative,Low,Average,Very Long,Medium,Low
35167.55,4105,640,8940.3,4.46,Premium,32,11,23,317.9,2,Innovative,High,Excellent,Very Long,Low,Low
10320.39,1893,559,94831.28,2.47,Basic,18,28,21,344.88,3,Stylish,Low,Average,Medium,Medium,Medium
6980.1,1016,291,74013.16,3.89,Premium,18,61,149,280.68,4,Affordable,Low,Good,Medium,Very High,High
45461.77,2219,362,19772.64,2.29,Standard,12,67,79,395.87,2,Innovative,Very High,Average,Medium,Very High,Low
46706.3,3983,28,28195.08,1.96,Standard,2,49,166,433.62,2,Stylish,Very High,Average,Short,High,Low
30605.5,3811,685,97805.04,3.79,Premium,19,52,137,318.19,3,Durable,High,Good,Long,High,Medium
49272.96,95,485,95309.57,1.06,Standard,21,27,87,394.69,3,Innovative,Very High,Poor,Long,Medium,Medium
10231.45,1418,95,5068.01,3.43,Basic,11,37,35,414.58,1,Durable,Low,Good,Medium,Medium,Low
24469.47,1881,851,48478.79,2.75,Premium,13,65,156,207.66,3,Affordable,Medium,Average,Medium,Very High,Medium
30093.09,3403,404,58832.78,4.91,Basic,23,58,67,270.69,2,Innovative,High,Excellent,Long,Very High,Low
29950.37,2111,536,55487.05,0.63,Premium,14,25,1,479.52,2,Affordable,High,Poor,Medium,Medium,Low
48490.13,1973,587,94154.66,2.91,Basic,9,12,133,98.84,2,Innovative,Very High,Good,Short,Low,Low
37651.58,481,381,38998.59,2.17,Premium,24,41,119,197.59,4,Affordable,High,Average,Long,High,High
26698.55,539,932,34327.99,3.63,Standard,13,37,93,88.7,3,Durable,High,Good,Medium,Medium,Medium
20781.56,2378,239,40702.25,4.15,Standard,32,22,131,150.23,1,Affordable,Medium,Excellent,Very Long,Low,Low
11979.42,1071,949,16792.64,2.63,Standard,13,36,30,56.94,4,Innovative,Low,Average,Medium,Medium,High
26126.16,3703,744,90078.21,4.14,Standard,32,27,50,62.86,3,Stylish,High,Excellent,Very Long,Medium,Medium
14985.45,2394,2,19121.26,2.37,Standard,25,62,24,96.1,3,Stylish,Medium,Average,Long,Very High,Medium
47406.47,3095,618,6254.84,2.04,Basic,19,61,72,276.23,3,Durable,Very High,Average,Long,Very High,Medium
18003.82,3058,154,27155.99,1.74,Basic,10,30,53,497.26,2,Stylish,Medium,Average,Medium,Medium,Low
24564.43,1585,339,40230.14,2.63,Basic,33,24,154,161.07,3,Durable,Medium,Average,Very Long,Low,Medium
38401.52,653,804,98780.59,4.83,Standard,7,29,48,195.94,2,Durable,Very High,Excellent,Short,Medium,Low
13557.7,1049,121,20439.44,3.62,Standard,26,39,166,370.25,3,Affordable,Medium,Good,Long,Medium,Medium
31867.85,901,160,97587.82,0.54,Standard,26,18,157,423.32,2,Affordable,High,Poor,Long,Low,Low
31787.94,1777,224,62443.25,2.55,Premium,3,68,177,373.63,2,Affordable,High,Average,Short,Very High,Low
34339.4,3392,48,18720.48,2.15,Premium,27,65,162,427.89,1,Stylish,High,Average,Long,Very High,Low
17055.97,3437,942,25652.38,2.27,Basic,27,13,24,86.07,4,Durable,Medium,Average,Long,Low,High
21577.48,3483,758,59126.32,2.38,Basic,10,31,4,209.96,3,Innovative,Medium,Average,Medium,Medium,Medium
34693.48,663,478,69326.16,1.09,Basic,21,55,140,120.35,2,Affordable,High,Poor,Long,Very High,Low
24023.75,2592,849,86297.55,3.83,Premium,21,30,142,56.06,2,Affordable,Medium,Good,Long,Medium,Low
48740.84,149,34,33564.76,3.08,Standard,19,69,176,332.08,1,Durable,Very High,Good,Long,Very High,Low
28198.18,1044,318,38551.59,3.81,Basic,6,60,12,164.23,4,Affordable,High,Good,Short,Very High,High
20828.15,981,692,49633.12,0.93,Premium,35,68,29,352.19,4,Stylish,Medium,Poor,Very Long,Very High,High
686.58,3213,962,67853.3,3.4,Premium,34,25,34,464.73,3,Durable,Low,Good,Very Long,Medium,Medium
27037.71,2725,270,53156.48,1.11,Basic,34,47,25,483.17,2,Stylish,High,Poor,Very Long,High,Low
40496.15,1763,729,80763.92,4.5,Basic,32,68,174,345.52,2,Stylish,Very High,Excellent,Very Long,Very High,Low
1171.53,1647,560,70686.06,1.93,Premium,35,11,129,243.49,4,Innovative,Low,Average,Very Long,Low,High
5408.65,3144,825,81235.45,2.28,Basic,5,30,58,434.02,1,Innovative,Low,Average,Short,Medium,Low
28887.65,767,123,71101.06,2.07,Basic,4,43,58,399.35,4,Stylish,High,Average,Short,High,High
31027.83,2201,508,62191.78,1.65,Premium,22,39,187,324.51,2,Stylish,High,Average,Long,Medium,Low
49799.19,2838,226,33454.56,0.59,Standard,2,17,71,480.84,2,Stylish,Very High,Poor,Short,Low,Low
42486.9,4788,169,92563.75,4.63,Premium,1,20,149,110.82,3,Innovative,Very High,Excellent,Short,Low,Medium
45116.7,2003,804,96643.07,1.91,Premium,35,37,1,440.61,3,Stylish,Very High,Average,Very Long,Medium,Medium
14429.32,232,539,59165.15,4.99,Basic,27,43,105,474.55,4,Durable,Medium,Excellent,Long,High,High
48139.22,2993,655,74271.61,4.48,Premium,13,19,14,311.85,4,Affordable,Very High,Excellent,Medium,Low,High
4848.13,3419,457,21633.36,4.45,Basic,33,52,79,147.7,2,Innovative,Low,Excellent,Very Long,High,Low
42866.1,2527,580,30016.46,4.99,Basic,31,12,137,172.82,3,Stylish,Very High,Excellent,Very Long,Low,Medium
30620.33,595,760,20875.61,4.76,Standard,12,21,177,199.37,4,Affordable,High,Excellent,Medium,Low,High
33202.13,1074,359,28863.95,2.55,Premium,32,44,139,148.03,1,Affordable,High,Average,Very Long,High,Low
40248.75,2644,667,72250.05,4.45,Basic,10,58,184,146.11,4,Durable,Very High,Excellent,Medium,Very High,High
30465.93,1011,827,28795.25,1.68,Standard,24,16,143,181.88,2,Innovative,High,Average,Long,Low,Low
24429.68,404,199,68115.19,3.17,Basic,35,38,100,351.22,4,Innovative,Medium,Good,Very Long,Medium,High
6696.83,4452,976,24719.53,0.99,Basic,7,21,169,80.94,3,Affordable,Low,Poor,Short,Low,Medium
19027.24,209,693,30997.65,2.32,Basic,25,31,188,468.64,3,Stylish,Medium,Average,Long,Medium,Medium
40190.38,262,432,34627.56,1.48,Basic,16,48,67,417.78,1,Innovative,Very High,Poor,Medium,High,Low
30120.08,4774,757,64338.62,2.38,Basic,4,69,17,401.89,2,Durable,High,Average,Short,Very High,Low
18676.08,757,65,9582.77,2.08,Standard,32,47,81,492.39,2,Innovative,Medium,Average,Very Long,High,Low
27478.56,1118,57,17476.11,3.95,Premium,25,34,171,226.47,1,Affordable,High,Excellent,Long,Medium,Low
15359.35,755,770,68091.95,3.96,Standard,13,52,147,193.56,2,Affordable,Medium,Excellent,Medium,High,Low
12529.64,2134,667,25019.2,0.81,Standard,30,67,182,380.62,1,Affordable,Low,Poor,Very Long,Very High,Low
35152.54,841,810,39008.56,1.49,Premium,34,41,21,399.63,2,Stylish,High,Poor,Very Long,High,Low
22603.66,764,627,59143.48,2.3,Standard,35,58,31,456.23,1,Stylish,Medium,Average,Very Long,Very High,Low
44057.94,1062,34,53241.39,2.87,Basic,17,66,30,57.62,4,Innovative,Very High,Good,Medium,Very High,High
2004.4,861,613,87385.94,1.7,Premium,27,32,64,456.85,3,Affordable,Low,Average,Long,Medium,Medium
31215.13,2606,741,18799.75,2.59,Standard,15,65,117,266.27,4,Innovative,High,Average,Medium,Very High,High
20472.67,1167,720,71540.26,0.72,Premium,29,19,177,449.79,4,Affordable,Medium,Poor,Very Long,Low,High
4032.01,4112,326,25674.78,2.78,Basic,4,62,174,402.96,2,Affordable,Low,Good,Short,Very High,Low
8554.99,3408,939,79113.19,4.89,Standard,5,29,129,325.34,3,Durable,Low,Excellent,Short,Medium,Medium
32193.03,2259,620,17285.74,1.85,Basic,25,10,16,265.87,1,Innovative,High,Average,Long,Low,Low
7756.54,4042,757,99564.09,4.65,Standard,8,13,28,385.73,1,Stylish,Low,Excellent,Short,Low,Low
33788.39,3392,593,31462.86,2.23,Basic,5,31,196,105.86,3,Stylish,High,Average,Short,Medium,Medium
23170.83,886,642,72863.66,2.93,Premium,35,26,137,279.65,2,Stylish,Medium,Good,Very Long,Medium,Low
15854.25,2341,415,28947.45,2.33,Premium,6,57,151,481.46,3,Durable,Medium,Average,Short,Very High,Medium
27281.21,1602,303,9302.43,4.19,Standard,9,52,89,480.08,1,Innovative,High,Excellent,Short,High,Low
23373.74,3920,185,31786.05,2.07,Premium,5,66,148,389.43,2,Innovative,Medium,Average,Short,Very High,Low
44276.87,2125,450,73917.66,2.37,Standard,27,10,175,193.25,4,Affordable,Very High,Average,Long,Low,High
4512.19,4582,519,70535.9,4.53,Premium,23,61,65,349.3,4,Stylish,Low,Excellent,Long,Very High,High
48230.7,141,188,57676.73,1.65,Basic,7,30,6,444.4,2,Durable,Very High,Average,Short,Medium,Low
30957.89,360,710,66600.44,1.2,Standard,29,16,126,174.96,2,Durable,High,Poor,Very Long,Low,Low
29134.25,2166,341,48852.94,4.72,Standard,2,37,66,176.95,1,Affordable,High,Excellent,Short,Medium,Low
10123.65,3676,715,38406.41,4.55,Premium,23,55,80,462.3,4,Innovative,Low,Excellent,Long,Very High,High
39449.8,1106,770,33291.09,3.96,Premium,24,34,24,247.93,3,Innovative,Very High,Excellent,Long,Medium,Medium
48994.38,3848,983,41904.94,4.79,Premium,34,19,35,160.44,4,Stylish,Very High,Excellent,Very Long,Low,High
37761.7,1620,126,58292.59,3.25,Basic,27,51,46,195.67,4,Affordable,High,Good,Long,High,High
19795.41,2903,107,95952.36,1.79,Basic,15,38,41,235.95,3,Affordable,Medium,Average,Medium,Medium,Medium
2103.86,3428,77,70229.84,1.24,Standard,30,60,35,441.46,3,Stylish,Low,Poor,Very Long,Very High,Medium
16087.11,410,94,56250.09,1.25,Premium,20,28,184,380.72,3,Stylish,Medium,Poor,Long,Medium,Medium
12057.25,234,165,56453.25,2.37,Basic,31,10,6,411.79,4,Affordable,Low,Average,Very Long,Low,High
9399.55,4447,887,97373.2,1.14,Premium,15,68,96,206.15,3,Stylish,Low,Poor,Medium,Very High,Medium
39276.22,793,264,44595.23,4.84,Premium,6,48,61,296.51,3,Affordable,Very High,Excellent,Short,High,Medium
19226.83,2335,743,2727.69,4.02,Standard,9,41,128,214.42,2,Innovative,Medium,Excellent,Short,High,Low
11365.24,1681,307,36208.84,1.14,Premium,13,44,49,408.93,3,Stylish,Low,Poor,Medium,High,Medium
6995.29,2179,441,52855.75,3.17,Basic,9,65,156,478.9,2,Affordable,Low,Good,Short,Very High,Low
28113.02,4337,17,40178.04,4.96,Premium,18,37,70,181.47,4,Durable,High,Excellent,Medium,Medium,High
42828.76,435,316,60743.02,0.63,Premium,2,25,82,148.83,1,Innovative,Very High,Poor,Short,Medium,Low
23497.12,2515,380,92025.96,2.52,Standard,22,37,28,343.0,1,Stylish,Medium,Average,Long,Medium,Low
19918.89,104,43,17453.09,4.1,Premium,32,57,163,473.11,2,Innovative,Medium,Excellent,Very Long,Very High,Low
19293.72,4057,117,43511.85,3.24,Standard,25,29,48,436.85,3,Innovative,Medium,Good,Long,Medium,Medium
37519.37,3128,174,82680.04,4.01,Premium,23,49,159,245.33,4,Affordable,High,Excellent,Long,High,High
31557.76,875,16,25305.71,4.23,Standard,32,24,14,379.79,2,Durable,High,Excellent,Very Long,Low,Low
18893.32,4445,199,93670.56,2.52,Premium,13,62,192,369.66,4,Affordable,Medium,Average,Medium,Very High,High
46772.18,614,913,40594.9,2.22,Standard,27,47,140,355.41,1,Innovative,Very High,Average,Long,High,Low
10321.43,933,141,50149.35,2.03,Basic,12,22,36,408.32,2,Innovative,Low,Average,Medium,Low,Low
2308.32,672,744,90971.18,3.56,Basic,33,45,186,199.18,1,Affordable,Low,Good,Very Long,High,Low
41987.09,2098,147,19518.03,1.97,Premium,1,36,56,463.98,2,Innovative,Very High,Average,Short,Medium,Low
12070.33,265,627,22337.59,1.82,Premium,23,30,32,81.59,2,Durable,Low,Average,Long,Medium,Low
20344.61,3628,469,1216.53,3.61,Basic,19,55,103,349.49,1,Innovative,Medium,Good,Long,Very High,Low
47324.08,1697,808,60327.37,0.97,Premium,9,22,76,154.64,3,Durable,Very High,Poor,Short,Low,Medium
23425.55,2338,817,90798.38,2.68,Premium,4,56,94,165.75,3,Durable,Medium,Average,Short,Very High,Medium
29364.91,2558,400,56642.26,1.28,Standard,3,58,189,449.81,1,Affordable,High,Poor,Short,Very High,Low
3860.89,178,639,44147.34,3.54,Standard,11,26,87,421.33,1,Stylish,Low,Good,Medium,Medium,Low
38162.4,275,949,2007.86,3.96,Standard,15,22,26,295.71,2,Innovative,Very High,Excellent,Medium,Low,Low
17532.25,2358,641,53871.74,2.31,Basic,6,35,195,367.75,2,Innovative,Medium,Average,Short,Medium,Low
28765.43,1611,168,21834.16,3.67,Premium,11,21,146,208.11,1,Durable,High,Good,Medium,Low,Low
29001.25,4767,184,82725.38,2.07,Standard,21,53,123,343.89,2,Stylish,High,Average,Long,High,Low
5928.32,3830,174,83240.4,3.58,Basic,26,49,116,347.22,2,Innovative,Low,Good,Long,High,Low
15097.82,3058,880,23144.83,1.83,Basic,19,36,26,124.78,2,Innovative,Medium,Average,Long,Medium,Low
38679.73,1724,428,29023.41,1.86,Standard,32,50,108,330.09,2,Affordable,Very High,Average,Very Long,High,Low
14727.29,2751,108,70573.63,4.46,Standard,32,69,108,363.0,2,Affordable,Medium,Excellent,Very Long,Very High,Low
15921.68,4842,659,83290.91,3.42,Basic,26,50,128,458.72,2,Durable,Medium,Good,Long,High,Low
2678.42,1037,704,41344.7,3.56,Standard,13,23,76,105.52,3,Stylish,Low,Good,Medium,Low,Medium
24234.28,201,658,40248.78,2.36,Basic,16,48,54,237.89,1,Durable,Medium,Average,Medium,High,Low
12558.85,1804,731,38693.05,1.2,Basic,19,64,20,457.28,3,Innovative,Low,Poor,Long,Very High,Medium
33039.31,1708,626,53430.99,3.62,Standard,14,17,113,271.81,1,Innovative,High,Good,Medium,Low,Low
31891.7,1332,324,39103.81,1.74,Basic,2,59,102,101.34,2,Innovative,High,Average,Short,Very High,Low
4692.1,1414,978,19169.0,1.35,Premium,32,19,73,196.02,1,Stylish,Low,Poor,Very Long,Low,Low
29727.35,1906,443,28357.67,4.88,Standard,2,16,109,473.33,4,Stylish,High,Excellent,Short,Low,High
28495.07,4856,452,79359.41,4.25,Basic,9,19,115,405.93,2,Innovative,High,Excellent,Short,Low,Low
6276.98,2219,515,92605.76,3.06,Basic,25,27,113,438.67,3,Stylish,Low,Good,Long,Medium,Medium
5567.0,3640,477,9615.56,4.06,Premium,16,34,47,286.62,2,Affordable,Low,Excellent,Medium,Medium,Low
17773.17,2323,539,8953.02,4.13,Premium,19,57,149,227.34,1,Stylish,Medium,Excellent,Long,Very High,Low
31844.09,1263,244,53131.68,0.66,Basic,33,40,8,432.09,1,Durable,High,Poor,Very Long,High,Low
38538.04,4691,849,71775.04,4.11,Basic,34,68,139,212.28,4,Innovative,Very High,Excellent,Very Long,Very High,High
49538.67,2490,363,14516.71,3.02,Basic,11,64,22,285.47,1,Affordable,Very High,Good,Medium,Very High,Low
7982.36,1179,635,21104.2,4.32,Basic,33,55,194,495.65,3,Innovative,Low,Excellent,Very Long,Very High,Medium
48745.86,3192,238,30865.29,0.74,Basic,21,48,143,214.81,1,Innovative,Very High,Poor,Long,High,Low
46136.89,1217,140,91326.79,3.8,Premium,12,37,197,303.72,3,Affordable,Very High,Good,Medium,Medium,Medium
36572.29,560,166,68366.04,3.78,Basic,30,12,31,290.2,2,Affordable,High,Good,Very Long,Low,Low
28273.1,1959,861,8980.49,0.92,Standard,32,63,196,192.72,1,Affordable,High,Poor,Very Long,Very High,Low
16602.52,102,26,91402.31,1.51,Standard,30,24,59,305.21,1,Stylish,Medium,Poor,Very Long,Low,Low
39071.85,3049,562,25309.28,4.9,Premium,18,57,144,484.68,2,Durable,Very High,Excellent,Medium,Very High,Low
41674.33,2022,239,17206.06,2.82,Standard,16,12,90,140.73,4,Durable,Very High,Good,Medium,Low,High
10142.88,805,229,88093.28,2.13,Basic,25,17,70,99.63,3,Durable,Low,Average,Long,Low,Medium
3029.73,3854,829,62070.41,1.75,Basic,3,19,1,154.23,2,Innovative,Low,Average,Short,Low,Low
23975.89,2968,943,10262.21,1.96,Basic,14,53,186,286.42,4,Innovative,Medium,Average,Medium,High,High
39498.7,1006,122,52853.59,3.28,Premium,27,69,9,428.27,1,Stylish,Very High,Good,Long,Very High,Low
588.78,328,277,34354.0,4.36,Basic,35,59,108,440.67,1,Stylish,Low,Excellent,Very Long,Very High,Low
7078.55,916,326,1608.8,1.04,Basic,20,24,31,146.58,1,Innovative,Low,Poor,Long,Low,Low
5434.75,3067,95,74394.0,1.63,Standard,12,67,87,319.85,4,Innovative,Low,Poor,Medium,Very High,High
15108.26,4861,233,84569.56,3.98,Standard,35,13,182,137.27,4,Stylish,Medium,Excellent,Very Long,Low,High
20880.75,3871,801,33640.54,1.89,Basic,11,32,75,196.23,3,Stylish,Medium,Average,Medium,Medium,Medium
23319.89,2072,825,23045.47,2.51,Premium,8,12,47,129.72,4,Affordable,Medium,Average,Short,Low,High
41834.21,2004,933,91437.63,4.37,Standard,10,35,179,410.28,1,Affordable,Very High,Excellent,Medium,Medium,Low
30158.95,1069,690,97865.74,3.23,Basic,20,31,163,373.17,3,Stylish,High,Good,Long,Medium,Medium
22260.68,153,515,18114.41,1.85,Premium,32,22,44,166.63,1,Durable,Medium,Average,Very Long,Low,Low
33515.98,850,786,55791.07,3.59,Basic,21,33,38,366.59,2,Innovative,High,Good,Long,Medium,Low
9953.26,2238,611,13422.7,0.74,Basic,26,18,102,124.76,3,Innovative,Low,Poor,Long,Low,Medium
21941.34,3550,307,10872.27,1.87,Standard,6,61,176,291.24,4,Innovative,Medium,Average,Short,Very High,High
38816.53,4428,899,65107.81,3.73,Basic,12,66,114,190.46,1,Stylish,Very High,Good,Medium,Very High,Low
3116.72,2967,948,20882.95,1.6,Premium,32,38,26,296.45,1,Affordable,Low,Poor,Very Long,Medium,Low
31828.97,1139,863,68568.75,4.32,Premium,5,27,179,225.71,2,Stylish,High,Excellent,Short,Medium,Low
3679.82,4121,829,2560.93,2.25,Premium,13,17,29,373.97,4,Durable,Low,Average,Medium,Low,High
46807.89,853,548,79910.84,4.14,Standard,12,56,191,475.68,3,Innovative,Very High,Excellent,Medium,Very High,Medium
20360.24,3771,338,75661.42,1.98,Basic,8,17,108,280.94,1,Innovative,Medium,Average,Short,Low,Low
25454.03,3345,85,80436.43,0.78,Standard,18,24,29,149.65,2,Durable,High,Poor,Medium,Low,Low
29980.39,4357,529,4940.66,1.41,Premium,4,69,161,374.78,2,Affordable,High,Poor,Short,Very High,Low
38897.52,2052,96,48062.78,1.17,Basic,14,25,196,448.0,4,Stylish,Very High,Poor,Medium,Medium,High
24492.0,2012,946,13590.95,0.85,Premium,21,36,139,480.2,2,Affordable,Medium,Poor,Long,Medium,Low
32330.29,4151,66,27878.52,0.98,Basic,28,28,89,182.39,4,Durable,High,Poor,Very Long,Medium,High
